tx	155.93472506518535	955.2043570122969	3.378458167731398
rx	733.6629831559844	541.5048338239428	1.6
tx	639.1998061536831	264.8377931020134	2.7285651696006257
rx	733.6629831559844	541.5048338239428	1.6
tx	300.8970443394211	387.258608608957	3.1420054999388114
rx	733.6629831559844	541.5048338239428	1.6
tx	423.10172798235334	802.7830082713068	4.155173543999963
rx	733.6629831559844	541.5048338239428	1.6
tx	448.1621088833058	350.9770306343057	4.509983669838286
rx	733.6629831559844	541.5048338239428	1.6
tx	163.49140750230606	365.9239752947994	2.5538494967820764
rx	733.6629831559844	541.5048338239428	1.6
tx	246.83383875683074	584.8620436499577	4.382243818238461
rx	733.6629831559844	541.5048338239428	1.6
tx	825.4333683306012	709.1356482993432	3.0582449553281927
rx	733.6629831559844	541.5048338239428	1.6
tx	975.9912342985873	186.42687410628068	2.4473912958016584
rx	733.6629831559844	541.5048338239428	1.6
tx	658.2535234562088	23.285315043721113	4.330753375381467
rx	733.6629831559844	541.5048338239428	1.6
tx	690.4283211567409	251.4470651573145	2.9283275373494053
rx	733.6629831559844	541.5048338239428	1.6
tx	939.7059181515258	926.4943194422457	3.5368208700795623
rx	733.6629831559844	541.5048338239428	1.6
